NEW ZELAND      *REVISED* ICE-5G GS & FC October 21 2009 
                *REVISED* ICE-5G GS & FC October 21 2009 
                *REVISED* ICE-5G GS & FC October 21 2009 
                *REVISED* ICE-5G GS & FC October 21 2009 
                *REVISED* ICE-5G GS & FC October 21 2009 
                *REVISED* ICE-5G GS & FC October 21 2009
                *REVISED* ICE-5G GS & FC October 21 2009
                *REVISED* ICE-5G GS & FC October 21 2009
                *REVISED* ICE-5G GS & FC October 21 2009
                *REVISED* ICE-5G GS & FC October 21 2009
                *REVISED* ICE-5G GS & FC October 21 2009
                *REVISED* ICE-5G GS & FC October 21 2009
                *REVISED* ICE-5G GS & FC October 21 2009
                *REVISED* ICE-5G GS & FC October 21 2009
                *REVISED* ICE-5G GS & FC October 21 2009
                *REVISED* ICE-5G GS & FC October 21 2009
                *REVISED* ICE-5G GS & FC October 21 2009
                *REVISED* ICE-5G GS & FC October 21 2009
                *REVISED* ICE-5G GS & FC October 21 2009
                *REVISED* ICE-5G GS & FC October 21 2009
                *REVISED* ICE-5G GS & FC October 21 2009
                *REVISED* ICE-5G GS & FC October 21 2009
                *REVISED* ICE-5G GS & FC October 21 2009
                *REVISED* ICE-5G GS & FC October 21 2009  
  89  167.0000   13  -45.5000   172.0000  172.0000  172.0000  172.0000  123.5000   37.6667    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
  89  168.0000   12  -45.5000   172.0000  172.0000  172.0000  172.0000  123.5000   37.6667    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
  91  168.0000   12  -44.5000   172.0000  172.0000  172.0000  172.0000  123.5000   37.6667    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
  91  169.0000   11  -44.5000   172.0000  172.0000  172.0000  172.0000  123.5000   37.6667    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
  93  170.0000   10  -43.5000   172.0000  172.0000  172.0000  172.0000  123.5000   37.6667    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
  95  172.0000    8  -42.5000   172.0000  172.0000  172.0000  172.0000  123.5000   37.6667    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
