ice1.dat 
Greenland
Authors: Peltier and Andrews, GJRAS, 1976. 
26   number of elements 
20   header lines 
1    lines for each element 
18   time since the LGM (kyrs)
1    lenght of each time step 
5    size of the 'rectangular' elements (deg)
---------------
For each ice element, the data are presented in one line, with the following meaning: 
colatitude and longitude of the centroid of the ('rectangular') elements (deg), and 
disc element thickness (m) at various times (as integers). The first value is 
thickness before the beginning of deglaciation (i.e. from -infinity to 18 kyrs BP), 
the 18 elements that follow are ice thickness at 1 kyrs intervals up to present time. 
File SH1.F of SELEN reads this file and indicates with h_0 ice thickness 
before melting begins, h_1 between 18 and 17 kyrs BP, ..., and with h_18 ice thickness 
between 1 and 0 kyrs BP. With h_19=h_18 SELEN denotes the ice (constant) thickness in 
the future. GS July 28 2007.  
---------------  	 
 10 295 500 0 0 0 0 0 0 0 0 100 100 0 0 0 0 0 0 0 0
 10 300 1000 1000 1000 1000 1000 500 500 500 500 900 900 500 500 500 500 500 500 500 500
 10 305 1500 1450 1450 1450 1450 1200 1200 1200 1200 1450 1450 1000 1000 1000 1000 1000 1000 1000 1000
 10 310 1500 1450 1450 1450 1450 1200 1200 1200 1200 1450 1450 1400 1400 1400 1400 1400 1400 1400 1400
 10 315 2000 2000 2000 2000 2000 1950 1950 1950 1950 1950 1950 2000 2000 2000 2000 2000 2000 2000 2000
 10 320 2200 2150 2150 2150 2150 2100 2100 2050 2050 2000 2000 1900 1900 1900 1900 1900 1900 1900 1900
 10 325 2500 2450 2450 2450 2450 2400 2400 2350 2350 2250 2250 2150 2150 2150 2150 2150 2150 2150 2150
 10 330 2200 2150 2150 2150 2150 2050 2050 2000 2000 1800 1800 1600 1600 1600 1600 1600 1600 1600 1600
 10 335 1500 1400 1400 1400 1400 1300 1300 500 500 0 0 0 0 0 0 0 0 0 0
 15 305 1000 900 900 900 900 600 600 500 500 900 900 500 500 500 500 500 500 500 500
 15 310 2000 2000 2000 2000 2000 2000 2000 1950 1950 1900 1900 1900 1900 1900 1900 1900 1900 1900 1900
 15 315 2700 2700 2700 2700 2700 2700 2700 2650 2650 2650 2650 2700 2700 2700 2700 2700 2700 2700 2700
 15 320 2800 2750 2750 2750 2750 2700 2700 2650 2650 2600 2600 2500 2500 2500 2500 2500 2500 2500 2500
 15 325 3000 2950 2950 2950 2950 2900 2900 2850 2850 2800 2800 2700 2700 2700 2700 2700 2700 2700 2700
 15 330 3000 2950 2950 2950 2950 2900 2900 2850 2850 2800 2800 2700 2700 2700 2700 2700 2700 2700 2700
 15 335 2000 1950 1950 1950 1950 1900 1900 1800 1800 1500 1500 1300 1300 1300 1300 1300 1300 1300 1300
 20 305 400 400 400 400 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 20 310 2000 2000 2000 2000 2000 800 800 800 800 1000 1000 200 200 200 200 200 200 200 200
 20 315 2600 2600 2600 2600 2600 2700 2700 2650 2650 2500 2500 2600 2600 2600 2600 2600 2600 2600 2600
 20 320 3200 3150 3150 3150 3150 3100 3100 3050 3050 3000 3000 3000 3000 3000 3000 3000 3000 3000 3000
 20 325 3500 3450 3450 3450 3450 3300 3300 3200 3200 3100 3100 3050 3050 3050 3050 3050 3050 3050 3050
 20 330 2000 1950 1950 1950 1950 1900 1900 1600 1600 1200 1200 800 800 800 800 800 800 800 800
 20 335 200 100 100 100 100 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 25 310 1800 1800 1800 1800 1800 1000 1000 1000 1000 1000 1000 500 500 500 500 500 500 500 500
 25 315 2700 2700 2700 2700 2700 2650 2650 2650 2650 2600 2600 2600 2600 2600 2600 2600 2600 2600 2600
 30 315 200 100 100 100 100 0 0 0 0 0 0 0 0 0 0 0 0 0 0
