                *REVISED* ICE-5G GS & FC October 21 2009 
                *REVISED* ICE-5G GS & FC October 21 2009 
                *REVISED* ICE-5G GS & FC October 21 2009 
                *REVISED* ICE-5G GS & FC October 21 2009 
FENNOSCANDIA    *REVISED* ICE-5G GS & FC October 21 2009 
                *REVISED* ICE-5G GS & FC October 21 2009
                *REVISED* ICE-5G GS & FC October 21 2009
                *REVISED* ICE-5G GS & FC October 21 2009
                *REVISED* ICE-5G GS & FC October 21 2009
                *REVISED* ICE-5G GS & FC October 21 2009
                *REVISED* ICE-5G GS & FC October 21 2009
                *REVISED* ICE-5G GS & FC October 21 2009
                *REVISED* ICE-5G GS & FC October 21 2009
                *REVISED* ICE-5G GS & FC October 21 2009
                *REVISED* ICE-5G GS & FC October 21 2009
                *REVISED* ICE-5G GS & FC October 21 2009
                *REVISED* ICE-5G GS & FC October 21 2009
                *REVISED* ICE-5G GS & FC October 21 2009
                *REVISED* ICE-5G GS & FC October 21 2009
                *REVISED* ICE-5G GS & FC October 21 2009
                *REVISED* ICE-5G GS & FC October 21 2009
                *REVISED* ICE-5G GS & FC October 21 2009
                *REVISED* ICE-5G GS & FC October 21 2009
                *REVISED* ICE-5G GS & FC October 21 2009 
 284  354.0000    6   51.5000    86.0000   43.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
 284  355.0000    5   51.5000    86.0000   43.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
 284  357.0000    3   51.5000   110.0000  100.0000   84.5000   66.5000   27.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
 285   13.0000  167   52.5000   482.0000  464.5000  223.5000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
 285   14.0000  166   52.5000   482.0000  464.5000  223.5000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
 285   15.0000  165   52.5000   482.0000  464.5000  223.5000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
 285   16.0000  164   52.5000   482.0000  464.5000  223.5000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
 285   17.0000  163   52.5000   479.0000  461.5000  222.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
 285   18.0000  162   52.5000   479.0000  461.5000  222.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
 285   19.0000  161   52.5000   479.0000  461.5000  222.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
 286  350.0000   10   52.5000   221.0000  208.5000   98.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
 286  351.0000    9   52.5000   156.0000  156.0000  153.2500  129.0000   53.7500    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
 286  352.0000    8   52.5000   123.5000  123.5000  123.5000  107.5000   45.7500    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
 286  353.0000    7   52.5000    86.0000   86.0000   86.0000   75.5000   32.5000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
