ICELAND         *REVISED* ICE-5G GS & FC October 21 2009 
                *REVISED* ICE-5G GS & FC October 21 2009 
                *REVISED* ICE-5G GS & FC October 21 2009 
                *REVISED* ICE-5G GS & FC October 21 2009 
                *REVISED* ICE-5G GS & FC October 21 2009 
                *REVISED* ICE-5G GS & FC October 21 2009
                *REVISED* ICE-5G GS & FC October 21 2009
                *REVISED* ICE-5G GS & FC October 21 2009
                *REVISED* ICE-5G GS & FC October 21 2009
                *REVISED* ICE-5G GS & FC October 21 2009
                *REVISED* ICE-5G GS & FC October 21 2009
                *REVISED* ICE-5G GS & FC October 21 2009
                *REVISED* ICE-5G GS & FC October 21 2009
                *REVISED* ICE-5G GS & FC October 21 2009
                *REVISED* ICE-5G GS & FC October 21 2009
                *REVISED* ICE-5G GS & FC October 21 2009
                *REVISED* ICE-5G GS & FC October 21 2009
                *REVISED* ICE-5G GS & FC October 21 2009
                *REVISED* ICE-5G GS & FC October 21 2009
                *REVISED* ICE-5G GS & FC October 21 2009
                *REVISED* ICE-5G GS & FC October 21 2009
                *REVISED* ICE-5G GS & FC October 21 2009
                *REVISED* ICE-5G GS & FC October 21 2009
                *REVISED* ICE-5G GS & FC October 21 2009 
 308  340.0000   20   63.5000  1598.0000 1598.0000 1598.0000 1574.5000 1537.0000 1511.6666 1381.0000 1122.3334  849.6667  616.6667  429.0000  280.0000  149.6667   55.6667    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
 308  341.0000   19   63.5000  1958.0000 1958.0000 1958.0000 1931.5000 1896.0000 1872.0000 1731.0000 1517.6666 1341.6666 1135.0000  900.6667  635.6667  381.3333  128.6667    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
 310  338.0000   22   64.5000  1552.0000 1552.0000 1552.0000 1522.5000 1475.0000 1451.6666 1298.6666  994.6667  679.6667  492.6667  408.6667  271.0000  140.6667   49.6667    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
 310  339.0000   21   64.5000  1537.0000 1537.0000 1537.0000 1507.5000 1460.0000 1436.6666 1283.6666  979.6667  664.6667  477.6667  393.6667  256.0000  125.6667   39.6667    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
 310  340.0000   20   64.5000  1567.0000 1567.0000 1567.0000 1543.5000 1506.0000 1480.6666 1350.0000 1091.3334  818.6667  585.6667  398.0000  249.0000  118.6667   35.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
 310  341.0000   19   64.5000  1762.0000 1762.0000 1762.0000 1735.5000 1700.0000 1676.0000 1535.0000 1321.6666 1145.6666  939.0000  704.6667  439.6667  204.0000   58.6667    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
 310  342.0000   18   64.5000  1762.0000 1762.0000 1762.0000 1735.5000 1700.0000 1676.0000 1535.0000 1321.6666 1145.6666  939.0000  704.6667  439.6667  204.0000   58.6667    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
 310  343.0000   17   64.5000  1762.0000 1762.0000 1762.0000 1735.5000 1700.0000 1676.0000 1535.0000 1321.6666 1145.6666  939.0000  704.6667  439.6667  204.0000   58.6667    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
 310  344.0000   16   64.5000  1762.0000 1762.0000 1762.0000 1735.5000 1700.0000 1676.0000 1535.0000 1321.6666 1145.6666  939.0000  704.6667  439.6667  204.0000   58.6667    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
 310  345.0000   15   64.5000  1451.5000 1451.5000 1451.5000 1425.5000 1390.5000 1366.8334 1228.3334  974.1667  707.3333  503.8333  352.3333  219.8333  102.0000   29.3333    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
