 -----------------------------------------------------------------
 File ebu.dat created by TABOO on day: 2021.03.19 time:13.25.31
 Model: MODELS/PREM_LT60_NV5_VM5a.dat                                                                       
 L_MIN:      1
 L_MAX:    512
 MP:       128
 NN:        52
 -----------------------------------------------------------------
           0   0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000    
           1 -0.339714855       0.00000000      -7.97242112E-03  -1.50737977E-02  -2.15311870E-02  -2.74203252E-02  -3.27967219E-02  -3.77085172E-02  -4.21987809E-02  -4.63062972E-02  -5.00660390E-02  -5.35095967E-02  -5.66655099E-02  -5.95595799E-02  -6.22151531E-02  -6.46533668E-02  -6.68933690E-02  -6.89525232E-02  -7.08465725E-02  -7.25898221E-02  -7.41952509E-02  -7.56746680E-02  -7.70388022E-02  -7.82974288E-02  -7.94594288E-02  -8.05329308E-02  -8.15253034E-02  -8.24432895E-02  -8.32930356E-02  -8.40801671E-02  -8.48098099E-02  -8.54866430E-02  -8.61149654E-02  -8.66987035E-02  -8.72414410E-02  -8.77464637E-02  -8.82167891E-02  -8.86551738E-02  -8.90641585E-02  -8.94460604E-02  -8.98030177E-02  -9.01369676E-02  -9.04497281E-02  -9.07429457E-02  -9.10181254E-02  -9.12766755E-02  -9.15198699E-02  -9.17488858E-02  -9.19648111E-02  -9.21686441E-02  -9.23613086E-02  -9.25436467E-02  -9.27164331E-02  -9.28803980E-02  -9.30361897E-02
           2  -8.98913741E-02   0.00000000      -6.71830773E-02 -0.112144344     -0.144284129     -0.168320134     -0.187036484     -0.202139646     -0.214697078     -0.225390270     -0.234664872     -0.242820904     -0.250067174     -0.256554395     -0.262395293     -0.267677307     -0.272470295     -0.276831567     -0.280809104     -0.284443825     -0.287771046     -0.290821463     -0.293622047     -0.296196699     -0.298566490     -0.300750285     -0.302764922     -0.304625452     -0.306345463     -0.307937115     -0.309411436     -0.310778320     -0.312046826     -0.313225120     -0.314320594     -0.315340042     -0.316289574     -0.317174822     -0.318000883     -0.318772465     -0.319493860     -0.320169002     -0.320801437     -0.321394533     -0.321951240     -0.322474450     -0.322966665     -0.323430240     -0.323867381     -0.324280024     -0.324670106     -0.325039238     -0.325389028     -0.325720906     -0.326036245    
           3  -6.56507090E-02   0.00000000      -6.51783049E-02 -0.114369147     -0.152425736     -0.182304025     -0.206089303     -0.225290537     -0.241008952     -0.254053354     -0.265021652     -0.274358720     -0.282398105     -0.289392173     -0.295533329     -0.300969929     -0.305817515     -0.310166925     -0.314090550     -0.317646772     -0.320883006     -0.323838413     -0.326545686     -0.329032212     -0.331321418     -0.333433390     -0.335385531     -0.337192982     -0.338869184     -0.340425819     -0.341873437     -0.343221515     -0.344478339     -0.345651656     -0.346748263     -0.347774446     -0.348735809     -0.349637508     -0.350484341     -0.351280570     -0.352030158     -0.352736682     -0.353403479     -0.354033649     -0.354629934     -0.355194926     -0.355731010     -0.356240332     -0.356724948     -0.357186705     -0.357627302     -0.358048350     -0.358451247     -0.358837366     -0.359207958    
           4  -5.10612801E-02   0.00000000      -6.26794770E-02 -0.112756744     -0.153293148     -0.186312020     -0.213365510     -0.235667869     -0.254173070     -0.269632310     -0.282638043     -0.293658704     -0.303065449     -0.311153084     -0.318156540     -0.324263513     -0.329624593     -0.334361076     -0.338570923     -0.342333883     -0.345714986     -0.348767638     -0.351535946     -0.354056567     -0.356360108     -0.358472407     -0.360415250     -0.362207234     -0.363864362     -0.365400523     -0.366827548     -0.368156075     -0.369395226     -0.370553195     -0.371637166     -0.372653693     -0.373608470     -0.374506742     -0.375353187     -0.376152039     -0.376907140     -0.377621979     -0.378299773     -0.378943384     -0.379555494     -0.380138546     -0.380694747     -0.381226093     -0.381734550     -0.382221788     -0.382689387     -0.383138806     -0.383571386     -0.383988351     -0.384390861    
           5  -4.39478904E-02   0.00000000      -6.18206188E-02 -0.111817785     -0.152869403     -0.186837688     -0.215135649     -0.238861263     -0.258874983     -0.275855839     -0.290343195     -0.302768290     -0.313477933     -0.322752982     -0.330822110     -0.337872684     -0.344058961     -0.349508822     -0.354328543     -0.358607024     -0.362418979     -0.365827322     -0.368885458     -0.371638656     -0.374125510     -0.376379162     -0.378427923     -0.380296260     -0.382005274     -0.383573204     -0.385015905     -0.386347175     -0.387579083     -0.388722181     -0.389785677     -0.390777737     -0.391705513     -0.392575324     -0.393392742     -0.394162774     -0.394889861     -0.395577878     -0.396230400     -0.396850556     -0.397441149     -0.398004740     -0.398543537     -0.399059683     -0.399555027     -0.400031179     -0.400489688     -0.400931954     -0.401359200     -0.401772588     -0.402173132    
           6  -4.02228087E-02   0.00000000      -6.20042309E-02 -0.112078242     -0.153320804     -0.187659785     -0.216512069     -0.240948915     -0.261791706     -0.279678434     -0.295110434     -0.308486760     -0.320128560     -0.330297261     -0.339207798     -0.347038537     -0.353938758     -0.360034198     -0.365431577     -0.370221794     -0.374482781     -0.378281474     -0.381675690     -0.384715468     -0.387444139     -0.389899433     -0.392114162     -0.394116908     -0.395932704     -0.397583395     -0.399088085     -0.400463492     -0.401724398     -0.402883619     -0.403952569     -0.404941171     -0.405858219     -0.406711429     -0.407507628     -0.408252835     -0.408952355     -0.409610897     -0.410232663     -0.410821259     -0.411379993     -0.411911786     -0.412419230     -0.412904590     -0.413369924     -0.413817018     -0.414247543     -0.414662957     -0.415064514     -0.415453434     -0.415830731    
           7  -3.79559658E-02   0.00000000      -6.25072792E-02 -0.112843387     -0.154351726     -0.189043462     -0.218355045     -0.243346915     -0.264817148     -0.283376992     -0.299502969     -0.313573003     -0.325891674     -0.336708099     -0.346228689     -0.354626417     -0.362047583     -0.368616939     -0.374441653     -0.379614055     -0.384214222     -0.388311744     -0.391967237     -0.395233721     -0.398157567     -0.400779396     -0.403134823     -0.405255109     -0.407167822     -0.408897072     -0.410464108     -0.411887646     -0.413184166     -0.414368153     -0.415452421     -0.416448236     -0.417365462     -0.418213010     -0.418998510     -0.419728786     -0.420409918     -0.421047211     -0.421645343     -0.422208548     -0.422740459     -0.423244387     -0.423723131     -0.424179345     -0.424615234     -0.425032824     -0.425433904     -0.425820082     -0.426192731     -0.426553100     -0.426902354    
           8  -3.63595635E-02   0.00000000      -6.29911199E-02 -0.113662131     -0.155528009     -0.190646470     -0.220455319     -0.245998129     -0.268050700     -0.287203133     -0.303914309     -0.318548828     -0.331401855     -0.342716515     -0.352696002     -0.361512005     -0.369311094     -0.376219302     -0.382345647     -0.387784898     -0.392619640     -0.396922082     -0.400755465     -0.404175341     -0.407230437     -0.409963638     -0.412412673     -0.414610714     -0.416587025     -0.418367416     -0.419974536     -0.421428472     -0.422746778     -0.423945129     -0.425037146     -0.426035076     -0.426949531     -0.427789986     -0.428564757     -0.429281235     -0.429945886     -0.430564493     -0.431142092     -0.431683183     -0.432191730     -0.432671219     -0.433124810     -0.433555186     -0.433964849     -0.434355855     -0.434730202     -0.435089499     -0.435435295     -0.435768872     -0.436091453    
           9  -3.51053923E-02   0.00000000      -6.33309484E-02 -0.114332713     -0.156601474     -0.192197815     -0.222538635     -0.248641446     -0.271258384     -0.290960968     -0.308194965     -0.323316574     -0.336616486     -0.348336011     -0.358678550     -0.367817402     -0.375901461     -0.383059561     -0.389403731     -0.395031691     -0.400028944     -0.404470503     -0.408422142     -0.411941767     -0.415080220     -0.417882353     -0.420387566     -0.422630608     -0.424642146     -0.426449150     -0.428075373     -0.429541856     -0.430867106     -0.432067394     -0.433157176     -0.434149116     -0.435054392     -0.435882956     -0.436643541     -0.437343806     -0.437990606     -0.438589901     -0.439147055     -0.439666718     -0.440153062     -0.440609723     -0.441039950     -0.441446602     -0.441832215     -0.442198992     -0.442548990     -0.442883879     -0.443205237     -0.443514436     -0.443812728    
          10  -3.40470001E-02   0.00000000      -6.34910539E-02 -0.114775695     -0.157448173     -0.193533957     -0.224410951     -0.251063466     -0.274218768     -0.294431686     -0.312137902     -0.327688575     -0.341372788     -0.353432715     -0.364073932     -0.373472810     -0.381781727     -0.389132947     -0.395642012     -0.401409864     -0.406524986     -0.411065102     -0.415098459     -0.418685049     -0.421877712     -0.424722940     -0.427261651     -0.429529905     -0.431559414     -0.433378220     -0.435010970     -0.436479360     -0.437802583     -0.438997507     -0.440079004     -0.441060245     -0.441952795     -0.442766845     -0.443511426     -0.444194466     -0.444822997     -0.445403188     -0.445940524     -0.446439832     -0.446905345     -0.447340816     -0.447749585     -0.448134601     -0.448498428     -0.448843360     -0.449171424     -0.449484438     -0.449783921     -0.450071335     -0.450347871    
