           0   5691.0039160685701        2313.9969968541691     
           1   7192.8435133696412        4308.8899183921949     
           2   8251.5911281937624        5693.6071324383593     
           3   9038.5605650168600        6713.1236320954986     
           4   9642.1757262532883        7493.9707151893463     
           5   10117.186607002974        8111.9928716081404     
           6   10499.484818758163        8614.9666818388723     
           7   10813.428360774242        9034.0282065542015     
           8   11076.003716115745        9390.0928720695774     
           9   11299.335051384158        9697.6260846882451     
          10   11492.253147294366        9966.9192063383871     
          11   11661.304397810431        10205.493361653969     
          12   11811.416042611878        10418.983105155958     
          13   11946.345127869488        10611.704497626106     
          14   12068.988325902368        10787.028558006263     
          15   12181.600250204909        10947.632619866528     
          16   12285.950263040453        11095.673644197330     
          17   12383.437040765328        11232.910611971980     
          18   12475.173525227243        11360.792953985345     
          19   12562.050715147940        11480.525804583171     
          20   12644.786077454792        11593.119074171429     
          21   12723.960611887218        11699.424972428993     
          22   12800.047437634004        11800.167117405630     
          23   12873.433977931054        11895.963400049452     
          24   12944.439267682315        11987.344138061060     
          25   13013.327518990684        12074.766625564549     
          26   13080.318798257162        12158.626891427730     
          27   13145.597462666461        12239.269273003731     
          28   13209.318851224643        12316.994264575596     
          29   13271.614611056537        12392.064992298056     
          30   13332.596953075938        12464.712587838267     
          31   13392.362065145984        12535.140673166357     
          32   13450.992860255097        12603.529123563474     
          33   13508.561198265827        12670.037241103890     
          34   13565.129689663414        12734.806443942847     
          35   13620.753166360917        12797.962555768743     
          36   13675.479886442230        12859.617763340368     
          37   13729.352525557399        12919.872297076650     
          38   13782.408996618353        12978.815879407841     
          39   13834.683130783411        13036.528977435142     
          40   13886.205245929041        13093.083889922538     
          41   13937.002623474322        13148.545693408463     
          42   13987.099910226309        13202.973068002964     
          43   14036.519458605140        13256.419020017145     
