 -----------------------------------------------------------------
 File ebu.dat created by TABOO on day: 2021.04.14 time:11.32.24
 Model: MODELS/PREM_LT90_NV4_VM2a.dat                                                                       
 L_MIN:      1
 L_MAX:    512
 MP:       128
 NN:        42
 -----------------------------------------------------------------
           0   0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000    
           1 -0.339696169       0.00000000      -8.10736232E-03  -1.53134149E-02  -2.18603760E-02  -2.78178416E-02  -3.32406685E-02  -3.81775051E-02  -4.26723547E-02  -4.67651784E-02  -5.04923165E-02  -5.38868159E-02  -5.69787472E-02  -5.97954504E-02  -6.23617992E-02  -6.47004321E-02  -6.68319017E-02  -6.87749535E-02  -7.05465972E-02  -7.21623376E-02  -7.36362487E-02  -7.49811530E-02  -7.62087107E-02  -7.73295164E-02  -7.83532262E-02  -7.92886019E-02  -8.01436305E-02  -8.09255615E-02  -8.16410109E-02  -8.22959766E-02  -8.28959271E-02  -8.34458172E-02  -8.39501843E-02  -8.44131336E-02  -8.48384053E-02  -8.52293968E-02  -8.55892003E-02  -8.59206468E-02  -8.62262771E-02  -8.65084305E-02  -8.67692307E-02  -8.70105848E-02  -8.72342661E-02  -8.74418616E-02  -8.76348168E-02
           2  -8.92833918E-02   0.00000000      -6.81054294E-02 -0.113639966     -0.146144375     -0.170367852     -0.189140394     -0.204197764     -0.216625825     -0.227118924     -0.236133039     -0.243977353     -0.250869274     -0.256967604     -0.262392849     -0.267239541     -0.271584183     -0.275489986     -0.279010355     -0.282190919     -0.285070956     -0.287684739     -0.290062100     -0.292229295     -0.294209301     -0.296022445     -0.297686607     -0.299217582     -0.300629348     -0.301934272     -0.303143293     -0.304266095     -0.305311322     -0.306286573     -0.307198673     -0.308053583     -0.308856726     -0.309612900     -0.310326308     -0.311000824     -0.311639786     -0.312246293     -0.312823027     -0.313372463     -0.313896835    
           3  -6.54011890E-02   0.00000000      -6.67636022E-02 -0.116900951     -0.155451000     -0.185475841     -0.209155366     -0.228069648     -0.243372738     -0.255913168     -0.266319156     -0.275059015     -0.282484591     -0.288862407     -0.294396043     -0.299242407     -0.303523540     -0.307335138     -0.310753107     -0.313838035     -0.316638768     -0.319195062     -0.321539491     -0.323698997     -0.325696021     -0.327549368     -0.329274982     -0.330886424     -0.332395226     -0.333811462     -0.335143685     -0.336399555     -0.337585658     -0.338707805     -0.339771181     -0.340780407     -0.341739565     -0.342652380     -0.343522161     -0.344351918     -0.345144421     -0.345902175     -0.346627444     -0.347322315     -0.347988725    
           4  -5.11177294E-02   0.00000000      -6.50712252E-02 -0.116440192     -0.157512635     -0.190528065     -0.217212841     -0.238911733     -0.256674469     -0.271321207     -0.283493608     -0.293694139     -0.302316785     -0.309670985     -0.316000134     -0.321496129     -0.326310664     -0.330563903     -0.334351391     -0.337749392     -0.340818971     -0.343609422     -0.346160471     -0.348504633     -0.350668430     -0.352673829     -0.354539096     -0.356279492     -0.357907921     -0.359435409     -0.360871404     -0.362224102     -0.363500655     -0.364707321     -0.365849704     -0.366932720     -0.367960900     -0.368938208     -0.369868308     -0.370754510     -0.371599853     -0.372407079     -0.373178840     -0.373917371     -0.374624938    
           5  -4.41268831E-02   0.00000000      -6.49684519E-02 -0.116511792     -0.158087507     -0.191899195     -0.219615653     -0.242516428     -0.261587888     -0.277594119     -0.291130096     -0.302661538     -0.312555224     -0.321101487     -0.328531742     -0.335031390     -0.340750098     -0.345809340     -0.350308299     -0.354328573     -0.357937604     -0.361191541     -0.364137292     -0.366814345     -0.369256169     -0.371491164     -0.373543561     -0.375434220     -0.377181053     -0.378799617     -0.380303442     -0.381704271     -0.383012444     -0.384236991     -0.385385931     -0.386466295     -0.387484372     -0.388445675     -0.389355242     -0.390217483     -0.391036332     -0.391815484     -0.392558038     -0.393267006     -0.393944919    
           6  -4.04166915E-02   0.00000000      -6.58470690E-02 -0.117677696     -0.159432054     -0.193507746     -0.221649557     -0.245147854     -0.264966398     -0.281832397     -0.296300799     -0.308799952     -0.319664627     -0.329159588     -0.337496936     -0.344848484     -0.351354986     -0.357133001     -0.362279922     -0.366877854     -0.370996445     -0.374695241     -0.378025383     -0.381031007     -0.383750468     -0.386216968     -0.388459593     -0.390503705     -0.392371625     -0.394082785     -0.395654470     -0.397101760     -0.398438036     -0.399675071     -0.400823265     -0.401891917     -0.402889073     -0.403822094     -0.404697359     -0.405520588     -0.406296879     -0.407030702     -0.407726139     -0.408386767     -0.409015834    
           7  -3.81151959E-02   0.00000000      -6.70132712E-02 -0.119326763     -0.161382720     -0.195779219     -0.224338859     -0.248366266     -0.268809110     -0.286366791     -0.301564455     -0.314803690     -0.326397359     -0.336593449     -0.345592260     -0.353557914     -0.360626757     -0.366913646     -0.372516125     -0.377517760     -0.381990731     -0.385997683     -0.389593124     -0.392824858     -0.395734727     -0.398359448     -0.400731474     -0.402879357     -0.404828250     -0.406600416     -0.408215523     -0.409691036     -0.411042213     -0.412282765     -0.413424760     -0.414478898     -0.415454596     -0.416360319     -0.417203486     -0.417990685     -0.418727785     -0.419420063     -0.420072079     -0.420687914     -0.421271294    
           8  -3.64663042E-02   0.00000000      -6.81466162E-02 -0.121057473     -0.163579315     -0.198454604     -0.227550685     -0.252171040     -0.273243994     -0.291445315     -0.307278633     -0.321128547     -0.333295792     -0.344020903     -0.353499979     -0.361895978     -0.369345993     -0.375966877     -0.381859064     -0.387109488     -0.391793936     -0.395978540     -0.399721444     -0.403073668     -0.406080127     -0.408780485     -0.411209732     -0.413398743     -0.415374815     -0.417162120     -0.418781966     -0.420253247     -0.421592683     -0.422815025     -0.423933446     -0.424959451     -0.425903291     -0.426774114     -0.427579910     -0.428327858     -0.429024190     -0.429674536     -0.430283874     -0.430856556     -0.431396455    
           9  -3.51586416E-02   0.00000000      -6.91288933E-02 -0.122688055     -0.165800512     -0.201286569     -0.231022775     -0.256296426     -0.278013557     -0.296830207     -0.313235641     -0.327605486     -0.340236247     -0.351367742     -0.361197889     -0.369892925     -0.377594233     -0.384423316     -0.390485317     -0.395871758     -0.400662720     -0.404928356     -0.408730268     -0.412122697     -0.415153414     -0.417864531     -0.420293152     -0.422472030     -0.424430132     -0.426192969     -0.427783072     -0.429220319     -0.430522323     -0.431704611     -0.432780892     -0.433763236     -0.434662402     -0.435487777     -0.436247766     -0.436949730     -0.437600195     -0.438204885     -0.438768953     -0.439296842     -0.439792544    
