           0   5745.7127704976774        2336.2419516490231     
           1   7200.3229551848463        4216.1333881834098     
           2   8272.0086088806183        5578.6360050749945     
           3   9105.7204442692291        6624.6792738068361     
           4   9773.5494527302035        7456.0979933031977     
           5   10321.425291253710        8136.1964193569274     
           6   10780.502434584329        8706.4661463249522     
           7   11172.589029212500        9194.9227735006734     
           8   11513.308695653168        9620.9586121337452     
           9   11814.076108910238        9998.3179977900854     
          10   12083.376680124275        10336.970157308428     
          11   12327.616266748386        10644.310009525809     
          12   12551.697176691216        10925.940622568705     
          13   12759.416169315220        11186.191400160393     
          14   12953.744551403273        11428.467178715960     
          15   13137.028800766209        11655.487744488186     
          16   13311.136683429340        11869.455354912732     
          17   13477.565330313841        12072.174238278805     
          18   13637.522303633916        12265.137529058969     
          19   13791.987162773050        12449.591725451171     
          20   13941.758728925219        12626.585340847701     
          21   14087.491709660359        12797.006229458017     
          22   14229.725304808862        12961.610644756787     
          23   14368.905700741920        13121.046155891931     
          24   14505.403861132820        13275.869925509654     
          25   14639.529667861048        13426.563432018445     
          26   14771.543209870704        13573.544430196300     
          27   14901.663830285737        13717.176741754314     
          28   15030.077402707335        13857.778323383889     
          29   15156.942202761711        13995.627955430235     
          30   15282.393661192462        14130.970817427642     
          31   15406.548223551299        14264.023159212569     
          32   15529.506494163103        14394.976232717829     
          33   15651.355805138723        14523.999616066507     
          34   15772.172322325046        14651.244035616073     
          35   15892.022777353854        14776.843771258535     
          36   16010.965897026728        14900.918714243113     
          37   16129.053587068312        15023.576134030747     
          38   16246.331916008148        15144.912200497753     
          39   16362.841935984821        15265.013299618297     
          40   16478.620370114746        15383.957174143650     
          41   16593.700190352516        15501.813915431132     
          42   16708.111105209930        15618.646828222025     
          43   16821.879973025578        15734.513186588605     
          44   16935.031153549222        15849.464896358029     
          45   17047.586808232518        15963.549076903862     
          46   17159.567157719524        16076.808573213228     
          47   17270.990703490730        16189.282407484483     
          48   17381.874419374100        16301.006178140049     
          49   17492.233917630085        16412.012412992517     
          50   17602.083593499607        16522.330882340211     
          51   17711.436751444886        16631.988876966199     
          52   17820.305715760445        16741.011455322165     
          53   17928.701927803173        16849.421663615656     
